Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Mahallenin En Mutlu Bebeği,Kitap > Eğitim > Çocuk Eğitimi > Kitap > Eğitim > Annelik-Babalık-Aile,Dr. Harvey Karp,YAKAMOZ YAYINCILIK,4 / 5 (387 oy),2.820,206,30,351,"300,00",01.07.2012,TÜRKÇE,392,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,13025,211
Tanrıların Oyunu,Kitap > Edebiyat > Roman (Çeviri),Paul Laurence Dunbar,DEDALUS KİTAP,5 / 5 (6 oy),75,14,0,7,"160,00",07.10.2022,TÜRKÇE,148,Karton Kapak,13 x 20 cm,Kitap Kağıdı,263,4
Bir Annelik Hikayesi,Kitap > Eğitim > Çocuk Bakımı > Kitap > Eğitim > Annelik-Babalık-Aile,Semiha Pınar Cambaz,ARİON YAYINLARI,5 / 5 (5 oy),78,10,0,6,"500,00",25.09.2017,TÜRKÇE,282,Karton Kapak,14 x 20 cm,Kitap Kağıdı,202,2
On Sekiz Saat,Kitap > Edebiyat > Roman (Yerli),Ertürk Akşun,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (121 oy),306,47,1,76,"260,00",15.04.2019,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,753,51
İnsanın İşgaliEy İnsan! İşgal Ediliyorsun,Kitap > Akademik > Tarih İnceleme,İhsan Kurt,NET KİTAPLIK YAYINCILIK,5 / 5 (1 oy),15,2,0,2,"405,00",05.06.2023,TÜRKÇE,248,Karton Kapak,13 x 20 cm,Kitap Kağıdı,8,1
Nereye Kayboldu Bu Erkekler,Kitap > Edebiyat > Roman (Çeviri),Jenny Colgan,PEGASUS YAYINLARI,4 / 5 (99 oy),415,76,5,65,"299,00",19.07.2011,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,1770,50
Kent ve KorkuKorku Kültürü İle Kent İlişkisi Üzerine Kuramsal Tartışma,Kitap > Kültür > Alt-Kültürler,Ziya Yıldız,URZENİ,3 / 5 (1 oy),27,1,0,3,"240,00",19.11.2020,TÜRKÇE,208,Karton Kapak,13 x 20 cm,Kitap Kağıdı,40,1
Rasyonalitenin SınırlarıMax Weber’in Sosyal ve Ahlaki Düşüncesi Üzerine Bir Deneme,Kitap > Sosyoloji > Diğer,Rogers Brubaker,SİYASAL YAYIN GRUBU - KAMPANYA,4 / 5 (1 oy),94,3,1,2,"225,00",30.03.2017,TÜRKÇE,168,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,76,0
Kerem İle Aslı,Kitap > Edebiyat > Doğu Klasikleri,Bilgi Yok,İSKELE YAYINCILIK,5 / 5 (8 oy),102,13,0,12,"110,00",23.11.2005,TÜRKÇE,176,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,341,6
Dijimorfoz Dijital Dönüşüm Üzerine Notlar,Kitap > Diğer > İletişim-Medya,Sertaç Öğüt,ABAKÜS KİTAP - KAMPANYA,5 / 5 (3 oy),17,2,2,1,"145,00",06.07.2018,TÜRKÇE,192,Karton Kapak,16 x 21 cm,Kuşe Kağıt,39,1
Sükut Gümüş Söz Altın,Kitap > Edebiyat > Şiir (Yerli),Abdulkadir  Güllü,BİYOGRAFİ.NET,Puan Yok,9,2,0,1,"292,50",20.08.2021,TÜRKÇE,321,Karton Kapak,13 x 20 cm,Kitap Kağıdı,63,0
Edda’nın Dilek Kutusu / Sarı Ev İçin Şahane Bir Bahçe,Kitap > Çocuk Kitapları > Hikaye,Suza Kolb,YAKAMOZ YAYINCILIK,Puan Yok,6,0,0,1,"80,00",06.06.2023,TÜRKÇE,128,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,44,0
Abes,Kitap > Edebiyat > Deneme (Yerli),Veli Koçak,FİHRİST KİTAP,4 / 5 (1 oy),16,1,0,5,"149,50",18.04.2023,TÜRKÇE,86,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,12,1
Oxen - İlk Kurban,Kitap > Edebiyat > Roman (Çeviri),Jens Henrik Jensen,DEDALUS KİTAP,4 / 5 (6 oy),64,3,1,5,"400,00",05.01.2021,TÜRKÇE,400,Karton Kapak,13 x 20 cm,Kitap Kağıdı,205,3
Adım Deliye Çıktı,Kitap > Edebiyat > Şiir (Yerli),Mutlu Aydurmuş,TRUVA YAYINLARI,5 / 5 (1 oy),3,1,0,1,"245,00",30.03.2022,TÜRKÇE,264,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,58,1
Farkındalık StratejileriZayıflıkları Güce Dönüştürme Sanatı,Kitap > Kişisel Gelişim,Deniz Emre Çolakoğlu,SİYAH KUĞU KAMPANYA,5 / 5 (7 oy),41,7,0,7,"90,00",11.05.2018,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,240,5
Maestro Niyazi TağızadeSovyet Dönemi Azerbaycan ve Türkiye Arasında Bir Kültür Elçisi,Kitap > Akademik > Tarih İnceleme,Ecem Tuğçe Akbulut,NET KİTAPLIK YAYINCILIK,Puan Yok,13,0,0,0,"340,00",18.10.2021,TÜRKÇE,200,Karton Kapak,13 x 20 cm,Kitap Kağıdı,66,0
Ümmetin Kırk Yetimi,Kitap > Edebiyat > Deneme (Yerli),40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (3 oy),18,2,0,2,"149,00",20.07.2022,TÜRKÇE,139,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,14,2
"Aşk Sandığın Kadar Değil, Yandığın Kadardır",Kitap > Kişisel Gelişim,Nadia Maiya,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,7,0,0,0,"140,00",05.11.2024,TÜRKÇE,112,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,1,0
Yakın Dönem Türk Tarihinde Refik Halid Karay,Kitap > Edebiyat > İnceleme,Yenal Ünal,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (31 oy),128,14,1,11,"350,00",15.05.2013,TÜRKÇE,376,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,225,15
Beyaz Diş,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Edebiyat > 100 Temel Eser,Jack London,İSKELE YAYINCILIK,5 / 5 (185 oy),460,124,14,349,"110,00",26.10.2022,TÜRKÇE,175,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,4924,89
Hepimizin Bir Türküsü Vardı,Kitap > Akademik > Eğitim Bilimleri,İbrahim Demirkale,NET KİTAPLIK YAYINCILIK,1 / 5 (1 oy),5,0,0,0,"270,00",03.01.2023,TÜRKÇE,152,Karton Kapak,13 x 20 cm,Kitap Kağıdı,18,0
Miracın Kırk Yolcusu,Kitap > Din > Dini Metinler,Kolektif,40'LAR KULÜBÜ,Puan Yok,27,1,0,0,"149,00",06.07.2022,TÜRKÇE,145,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,35,0
Kırk Hikaye ile Bereket,Kitap > İslam > Dini Hikayeler-Menkıbeler,40'lar Kulübü,40'LAR KULÜBÜ,Puan Yok,16,0,1,1,"149,00",11.04.2022,TÜRKÇE,173,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,18,0
Naylon Aşkı Öldürür!Plastik Yaşamdan Kurtuluş Rehberi,Kitap > Sağlık-Tıp > Genel,Prof. Dr. Hamdi Temel,HAYY KİTAP - KAMPANYA,4 / 5 (11 oy),148,11,0,10,"200,00",24.04.2018,TÜRKÇE,144,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,218,4
Ahkam-ı Kur’an,Kitap > İslam > Kuran İncelemeleri,Doç. Dr. A. Cüneyt Eren,RAĞBET YAYINLARI-KAMPANYA,5 / 5 (30 oy),73,22,1,14,"360,00",03.03.2016,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,236,12
Doğal Hukuk ve Doğal Haklarİnsan Haklarının Felsefi Temelleri,Kitap > Siyaset > Araştırma-İnceleme,Cennet Uslu,LİBERUS,5 / 5 (2 oy),77,3,0,1,"400,00",09.06.2023,TÜRKÇE,378,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,129,0
Gezgin Yıldız / Zodyak 2,Kitap > Edebiyat > Roman (Çeviri),Romina Russell,PEGASUS YAYINLARI,4 / 5 (8 oy),106,5,0,5,"299,00",18.07.2017,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,64,5
AidaOpera Klasikleri: 05,Kitap > Sanat > Diğer,Giuseppe Verdi,FİHRİST KİTAP,4 / 5 (1 oy),25,3,0,0,"199,50",26.02.2024,TÜRKÇE,128,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,30,0
En Karanlık Yalan / Karanlığın Efendileri 6. Kitap,Kitap > Edebiyat > Roman (Çeviri),Gena Showalter,PEGASUS YAYINLARI,5 / 5 (60 oy),151,17,0,68,"299,00",04.05.2016,TÜRKÇE,432,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,325,23
Jacob / Gece Gezginleri -1,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Jacquelyn Frank,PEGASUS YAYINLARI,4 / 5 (34 oy),158,16,1,45,"299,00",18.05.2015,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,198,11
Kapitülasyonların Kaldırılması,Kitap > Tarih > Türk-Osmanlı > Kitap > Tarih > Araştırma-İnceleme,Muhammet E. Kulunk,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (30 oy),204,22,2,10,"500,00",14.01.2011,TÜRKÇE,456,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,283,12
İbretMersin'de İki Düğün,Kitap > Edebiyat > Hikaye (Yerli),Bakizade Hüsni,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (7 oy),40,4,0,3,"150,00",03.12.2015,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,72,1
Alın Yazım,Kitap > Edebiyat > Roman (Çeviri),Nafisa Haji,BİLGE KÜLTÜR SANAT,5 / 5 (12 oy),87,9,1,18,"220,00",12.05.2010,TÜRKÇE,254,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,148,6
Dünya Acısı (Weltschmerz)Alman Felsefesinde Kötümserlik (1860-1900),Kitap > Felsefe-Düşünce > Diğer,Frederick C. Beiser,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (7 oy),221,13,2,2,"450,00",21.09.2022,TÜRKÇE,528,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,172,1
Tatlı Kaçamak,Kitap > Edebiyat > Roman (Çeviri),Susan Mallery,PEGASUS YAYINLARI,4 / 5 (23 oy),91,10,0,38,"269,00",17.03.2016,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,212,12
Dayıcan Napolyon (2 Cilt),Kitap > Edebiyat > Roman (Çeviri),Iyrec-i Pezeşkzad,KAPRA YAYINCILIK,5 / 5 (186 oy),305,178,14,107,"51,00",13.01.2021,TÜRKÇE,568,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,1976,102
Zodyak,Kitap > Edebiyat > Roman (Çeviri),Romina Russell,PEGASUS YAYINLARI,4 / 5 (9 oy),157,13,3,10,"299,00",29.11.2016,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,92,3
İyi Söz Akarsu GibidirKutadgu Bilig'den Seçmeler,Kitap > Edebiyat > Diğer,Mehmet Kara,LEJAND,Puan Yok,3,1,0,0,"190,00",10.04.2021,TÜRKÇE,186,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,96,0
Kutsal Beşgen-Türk'ün İdeali,Kitap > Tarih > Araştırma-İnceleme > Kitap > Edebiyat > Deneme (Yerli),İbrahim Hakkı Gündoğdu,MOTTO,5 / 5 (5 oy),33,7,0,2,"425,00",06.07.2023,TÜRKÇE,392,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,68,2
Hayyam'dan Yansımalar,Kitap > Edebiyat > İnceleme,D. Ali Gültekin,BİZİM KİTAPLAR YAYINEVİ,Puan Yok,9,2,0,0,"185,00",30.03.2022,TÜRKÇE,124,Karton Kapak,12 x 19.5 cm,Kitap Kağıdı,25,0
Elementler ve Sağlık,Kitap > Bilim & Mühendislik > Diğer,Eşref Atabey,SARMAL KİTABEVİ,5 / 5 (6 oy),52,9,1,1,"500,00",24.05.2021,TÜRKÇE,491,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,88,1
Söylem,Kitap > Edebiyat > Diğer,Ömer  Alkan,FİHRİST KİTAP,5 / 5 (4 oy),18,1,0,3,"184,50",09.03.2022,TÜRKÇE,136,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,110,1
3. Dünya Savaşı Armageddon Komplosu,Kitap > Siyaset > Araştırma-İnceleme,Kürşad Berkkan,YEDİVEREN YAYIN GRUBU - KAMPANYA,4 / 5 (23 oy),204,17,4,22,"150,00",07.10.2021,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,249,7
Aptal Hamdi Bizi Güldürüyor,Kitap > Çocuk Kitapları > Hikaye,Müjdat Gezen,BİLGE KÜLTÜR SANAT,5 / 5 (11 oy),23,4,0,4,"120,00",01.12.2008,TÜRKÇE,80,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,116,5
Bridget Jones'un Günlüğü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Helen Fielding,PEGASUS YAYINLARI,5 / 5 (23 oy),246,24,1,67,"299,00",20.06.2015,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,209,12
Kozmosun Aklı: Niçin Buradayız?,Kitap > Bilim & Mühendislik > Popüler Bilim,Ervin Laszlo,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (6 oy),196,9,0,6,"250,00",04.06.2020,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,161,3
Yeşilçam Sinemasında Genç Kadınlar,Kitap > Sinema-Tiyatro > Tiyatro-Genel,Selin Kiraz Demir,URZENİ,Puan Yok,23,1,0,0,"420,00",30.11.2020,TÜRKÇE,350,Karton Kapak,13 x 20 cm,Kitap Kağıdı,45,0
Kayıp Prens,Kitap > Edebiyat > Roman (Çeviri),Frances Hodgson Burnett,KAPRA YAYINCILIK,5 / 5 (54 oy),399,59,3,42,"60,00",28.11.2020,TÜRKÇE,336,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,1059,18
Padalya,Kitap > Edebiyat > Şiir (Yerli),Emrah Yolcu,EPONA KİTAP,5 / 5 (2 oy),7,2,0,1,"148,00",27.08.2024,TÜRKÇE,60,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,124,0
Kısa Londra Tarihi,Kitap > Tarih > Araştırma-İnceleme,David Long,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (3 oy),218,11,2,4,"250,00",17.11.2021,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,118,0
Sosyal Bütünleşme“Din” ve “Kimlik Kırılımları” Ekseninde,Kitap > Akademik > Sosyoloji İnceleme,Çağatay Sarp,NET KİTAPLIK YAYINCILIK,Puan Yok,18,2,0,0,"446,00",27.01.2023,TÜRKÇE,276,Karton Kapak,13 x 20 cm,Kitap Kağıdı,7,0
"Kemal TahirHayatı, Sanatı, Düşünce Dünyası, Eserleri ve Eserlerinden Seçmeler",Kitap > Edebiyat > Biyografi-Otobiyografi,A. Mecit Canatak,LEJAND,5 / 5 (2 oy),50,1,0,3,"120,00",19.01.2021,TÜRKÇE,104,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,179,0
YüzeyselToplumsal Tipikler,Kitap > Edebiyat > Deneme (Yerli),Haydar Ergülen,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),25,2,0,0,"130,00",11.02.2022,TÜRKÇE,152,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,12,0
Kalkınmada Başarısızlığın Kökenleri Yeni Küresel Ekonomik Düzensizlik,Kitap > Ekonomi > Araştırma-İnceleme,Georges Corm,SİYASAL YAYIN GRUBU - KAMPANYA,4 / 5 (2 oy),83,3,0,0,"230,00",01.03.2010,TÜRKÇE,176,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,86,2
Alman Felsefesine Giriş,Kitap > Felsefe-Düşünce > Diğer,Andrew Bowie,SAY YAYIN GRUBU-KAMPANYA,Puan Yok,118,3,0,2,"200,00",09.03.2022,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,106,0
Unutulmaz Gece,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Teresa Medeiros,PEGASUS YAYINLARI,4 / 5 (55 oy),299,16,1,59,"299,00",20.10.2014,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,553,12
Peggy Sue ve Hayaletler -3 / Uçurumdaki Kelebek,Kitap > Çocuk Kitapları > Roman > Kitap > Orijinal Dil > Fransızca,Serge Brussolo,PEGASUS  ÇOCUK YAYINLARI,5 / 5 (1 oy),24,3,0,4,"269,00",08.03.2014,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,43,0
Nakşidil,Kitap > Sinema-Tiyatro > Oyun (Yerli),Murat Aykaç Erginöz,ARİON YAYINLARI,Puan Yok,5,2,0,0,"200,00",25.03.2021,TÜRKÇE,104,Karton Kapak,14 x 20 cm,Kitap Kağıdı,55,0
Yarına Dönüş,Kitap > Edebiyat > Biyografi-Otobiyografi,Sigrid Undset,FİHRİST KİTAP,5 / 5 (9 oy),75,6,0,8,"259,50",21.07.2022,TÜRKÇE,178,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,134,7
Süreç mi Yaradılış mı?Çinli Aydınların Düşüncesine Giriş,Kitap > Felsefe-Düşünce > Doğu Felsefesi,François Jullien,METİS YAYINLARI,5 / 5 (10 oy),180,15,0,3,"276,00",28.02.2013,TÜRKÇE,256,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,173,3
Bilgeliğin Yedi Sütunu (10. Cilt),Kitap > Tarih > Araştırma-İnceleme,T.E. Lawrence,SARMAL KİTABEVİ,Puan Yok,29,1,0,1,"170,00",20.03.2024,TÜRKÇE,120,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,47,0
Dinle Sebastianİnsan Anadilinde mi Sever?,Kitap > Edebiyat > Roman (Yerli),Fulya Cansen,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,1,0,0,0,"150,00",28.09.2021,TÜRKÇE,184,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,1,0
Aşk Bahsi,Kitap > Edebiyat > Roman (Çeviri),Kathryn Caskie,PEGASUS YAYINLARI,4 / 5 (35 oy),204,9,0,27,"249,00",03.02.2014,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,320,8
Kul Hakları / Ayet-i Kerime ve Hadislerin Işığında (Kod:B44),Kitap > İslam > Kültür,Yusuf Tavaslı,TAVASLI YAYINLARI KAMPANYA,5 / 5 (2 oy),26,1,0,2,"220,00",01.01.2009,TÜRKÇE,480,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,59,0
Bu Ev Satılık Değil,Kitap > Edebiyat > Roman (Yerli),Selçuk Özyurt,BİYOGRAFİ.NET,5 / 5 (8 oy),33,5,1,8,"150,00",30.03.2023,TÜRKÇE,144,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,406,8
Ejder Gizemi / Draki Serisi -2,Kitap > Edebiyat > Bilimkurgu-Fantazya > Kitap > Orijinal Dil > İngilizce,Sophie Jordan,PEGASUS YAYINLARI,4 / 5 (31 oy),189,10,2,27,"249,00",13.02.2014,TÜRKÇE,280,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,175,12
Hayaller,Kitap > Edebiyat > Roman (Çeviri),Aprilynne Pike,PEGASUS YAYINLARI,5 / 5 (10 oy),145,7,0,16,"299,00",07.02.2014,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,104,3
40 İklim 1 Cennet Ramazan,Kitap > İslam > Kültür,40'lar Kulübü,40'LAR KULÜBÜ,5 / 5 (1 oy),12,1,1,2,"149,00",23.10.2015,TÜRKÇE,134,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,9,0
Sherlock Holmes ve Dr. WatsonLady Frances Carfax’ın Kayboluşu - Wisteria Lodge Macerası,Kitap > Edebiyat > Polisiye,Sir Arthur Conan Doyle,MOTTO,4 / 5 (6 oy),30,2,0,6,"280,00",23.11.2022,TÜRKÇE,72,Karton Kapak,12.5 x 20.5 cm,Kitap Kağıdı,72,1
Bir Narsistin Cinayet Günlüğü,Kitap > Edebiyat > Polisiye,Aydın Benli,MERGEN YAYINLARI,5 / 5 (3 oy),30,2,0,1,"195,00",16.05.2023,TÜRKÇE,152,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,50,1
Ortak Bir Hayal Kurmak,Kitap > Ekonomi > Araştırma-İnceleme,Kemal Öztürk,YARIN YAYINCILIK,5 / 5 (8 oy),108,16,2,3,"550,50",17.12.2021,TÜRKÇE,301,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,231,5
Şahlar,Kitap > Edebiyat > Şiir (Yerli),Mevlüt Oğuz,KRONOLOJİ YAYINLARI,Puan Yok,1,0,0,1,"130,00",18.06.2021,TÜRKÇE,144,Karton Kapak,13 x 19 cm,Kitap Kağıdı,83,0
"""Tamamlandı Puzzle"" Bir Yokluğun Eksikti O da Geldi...",Kitap > Edebiyat > Şiir (Yerli),Abdulrahim Arslan,TRUVA YAYINLARI,5 / 5 (1 oy),3,0,0,1,"195,00",02.01.2023,TÜRKÇE,200,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,39,1
Kan Kardeş,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > Fransızca,Eric Giacometti,PEGASUS YAYINLARI,4 / 5 (12 oy),131,13,1,23,"319,00",03.03.2015,TÜRKÇE,480,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,165,5
Süleyman Şah Türbesi,Kitap > Tarih > Araştırma-İnceleme,Erhan Afyoncu,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (14 oy),267,11,1,10,"550,00",06.04.2015,TÜRKÇE,184,Karton Kapak,20 x 25.5 cm,Kuşe Kağıt,178,7
Mimarlığın ABC'si,Kitap > Sanat > Mimari,Bülent Batuman,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (9 oy),86,7,0,7,"250,00",07.02.2017,TÜRKÇE,192,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,83,3
İbn Haldun Mukaddimesi'nde Şehir Sosyolojisi,Kitap > Sosyoloji > Araştırma-İnceleme,İzem Kezban Serin,URZENİ,5 / 5 (3 oy),92,9,1,1,"200,00",18.12.2020,TÜRKÇE,157,Karton Kapak,13 x 20 cm,Kitap Kağıdı,76,0
Belki de Gerçekten Mümkündür Dönmek,Kitap > Edebiyat > Hikaye (Yerli),Mustafa Okumuş,VACİLANDO KİTAP,5 / 5 (3 oy),16,1,1,4,"140,00",17.10.2022,TÜRKÇE,109,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,53,2
Fildişi İmparatorluğu / Temeraire Serisi 4,Kitap > Edebiyat > Bilimkurgu-Fantazya > Kitap > Orijinal Dil > İngilizce,Naomi Novik,PEGASUS YAYINLARI,4 / 5 (17 oy),125,9,0,18,"299,00",04.04.2014,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,132,1
Boğaz'ın Altınları,Kitap > Edebiyat > Roman (Yerli),Hakan Kabasakal,ARİON YAYINLARI,Puan Yok,11,0,0,0,"400,00",29.11.2021,TÜRKÇE,240,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,29,0
Oscar Pillİki Krallık,Kitap > Edebiyat > Bilimkurgu-Fantazya > Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > Fransızca,Eli Anderson,PEGASUS  ÇOCUK YAYINLARI,5 / 5 (7 oy),66,3,1,2,"295,00",23.10.2013,TÜRKÇE,576,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,55,3
Yükseköğretim Kalite Süreçlerinde Uluslararası Yansımalar,Kitap > Akademik,Erdem  Yöntem,NET KİTAPLIK YAYINCILIK,Puan Yok,4,0,0,0,"485,00",14.08.2023,TÜRKÇE,304,Karton Kapak,13 x 20 cm,Kitap Kağıdı,2,0
Şişman Kızla Sohbetler,Kitap > Edebiyat > Roman (Çeviri),Liza Palmer,BİLGE KÜLTÜR SANAT,4 / 5 (5 oy),28,2,2,4,"250,00",16.08.2006,TÜRKÇE,304,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,57,2
Serseri Tutkular,Kitap > Edebiyat > Roman (Çeviri),Lorraine Heath,PEGASUS YAYINLARI,4 / 5 (24 oy),116,9,0,30,"299,00",22.02.2016,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,227,7
Max ve Moritz (Çizimli)İki Afacanın Yedi Haylazlık Öyküsü,Kitap > Edebiyat > Roman (Çeviri),Wilhelm Busch,FİHRİST KİTAP,4 / 5 (4 oy),27,4,0,7,"209,50",27.04.2021,TÜRKÇE,136,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,182,1
Osmanlıdan Cumhuriyete Siyonizm Politikası,Kitap > Siyaset > Araştırma-İnceleme,Hasan Akbaş,PEON KİTAP,5 / 5 (1 oy),44,4,0,2,"150,00",22.01.2024,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,110,0
Eski HükümlülerEski Hükümlülerin Toplumla Bütünleşmeleri Üzerine Sosyolojik Bir Analiz,Kitap > Akademik > Sosyoloji İnceleme,Kıymet Gökçen Seçen,NET KİTAPLIK YAYINCILIK,Puan Yok,10,0,0,0,"330,00",04.11.2021,TÜRKÇE,192,Karton Kapak,13 x 20 cm,Kitap Kağıdı,53,0
Casuslar TugayıNazi Atom Bombası Programının Durduruluşunun Nefes Kesici Öyküsü,Kitap > Bilim & Mühendislik > Diğer,Sam Kean,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (5 oy),156,12,0,7,"400,00",22.10.2021,TÜRKÇE,488,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,100,3
Hazin Bir Aşkın Hikayesi Osmancıklı Âşık Ali AcıkHayatı-Sanatı-Eserleri,Kitap > Edebiyat > Şiir (Yerli),Zeki Gürel,NET KİTAPLIK YAYINCILIK,Puan Yok,1,0,0,0,"370,00",05.06.2023,TÜRKÇE,224,Karton Kapak,13 x 20 cm,Kitap Kağıdı,26,0
Bir Başka Dünyanın Çocukları Köpekler,Kitap > Hobi > Hayvanlar,Banu Aydın,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (6 oy),27,2,0,3,"545,00",17.03.2016,TÜRKÇE,143,Karton Kapak,15 x 21 cm,Kitap Kağıdı,61,2
