Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Sayfa Sayısı,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan,Oy_Sayisi,Yayin_Yili,En,Boy,Yazar_Kitap_Sayisi,Kagit_Cinsi_Kitap_Kagidi_Mi,Yayınevi_DESTEK YAYIN GRUBU-KAMPANYA,Yayınevi_Diğer,Yayınevi_EPONA KİTAP,Yayınevi_FİHRİST KİTAP,Yayınevi_HAYY KİTAP - KAMPANYA,Yayınevi_PEGASUS YAYINLARI,Yayınevi_SARMAL KİTABEVİ,Yayınevi_SAY YAYIN GRUBU-KAMPANYA,Yayınevi_URZENİ,Yayınevi_YEDİVEREN YAYIN GRUBU - KAMPANYA,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam
13.0,5.0,1.0,144.5,80.0,137.0,0.0,5.0,1.0,2021.0,13.0,19.5,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,5.0,4.0,334.5,242.0,32.0,2.0,5.0,5.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238.0,23.5,23.5,269.0,320.0,482.5,12.5,4.0,28.5,2014.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,1.0,270.0,195.0,10.0,0.0,5.0,1.0,2024.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46.0,1.0,6.0,85.0,24.0,183.0,3.0,5.0,7.0,2019.0,14.25,22.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,4.0,3.0,99.0,108.0,34.0,4.0,5.0,6.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,215.0,236.5,7.0,0.0,2.5,0.0,2024.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46.0,6.0,4.0,150.0,120.0,147.0,2.0,4.0,4.0,2018.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,5.0,4.0,320.0,297.0,136.0,1.0,2.5,1.0,2022.0,14.0,22.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,2.0,0.0,240.0,193.0,51.0,0.0,2.5,0.0,2024.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,23.5,23.5,300.0,368.0,356.0,12.5,4.0,28.5,2016.0,13.5,19.5,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,14.0,8.0,515.0,285.0,257.0,4.0,5.0,15.0,2011.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,6.0,5.0,140.0,272.0,105.0,4.0,4.0,5.0,2017.0,14.0,23.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,9.0,1.0,350.0,240.0,112.0,1.0,4.0,4.0,2016.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145.0,12.0,4.0,500.0,584.0,77.0,0.0,3.0,3.0,2017.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,5.0,3.0,515.0,236.5,42.0,0.0,4.0,5.0,2012.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,7.0,5.0,149.0,175.0,44.0,1.0,4.0,5.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78.0,4.0,3.0,200.0,98.0,148.0,4.0,4.0,9.0,2021.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54.0,11.0,1.0,409.5,308.0,307.0,4.0,5.0,9.0,2023.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,2.0,3.0,140.0,120.0,292.0,2.0,5.0,2.0,2024.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.0,0.0,170.0,132.0,39.0,0.0,2.5,0.0,2021.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,515.0,340.0,4.0,0.0,2.5,0.0,2024.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,12.0,1.0,450.0,416.0,50.0,2.0,5.0,3.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,3.0,2.0,320.0,302.0,105.0,1.0,5.0,1.0,2022.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,10.0,9.0,220.0,232.0,129.0,1.0,4.0,10.0,2016.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,1.0,0.0,270.0,185.0,14.0,0.0,2.5,0.0,2023.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,220.0,176.0,7.0,0.0,2.5,0.0,2024.0,13.5,21.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,3.0,0.0,270.0,271.0,31.0,0.0,5.0,1.0,2023.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0,23.0,23.5,299.0,448.0,268.0,12.5,4.0,28.5,2016.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2.0,0.0,360.0,408.0,20.0,1.0,5.0,1.0,2022.0,13.5,21.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,299.0,432.0,209.0,12.5,5.0,28.5,2016.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,1.0,2.0,515.0,612.0,90.0,1.0,5.0,1.0,2023.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,10.0,9.0,240.0,288.0,98.0,5.0,4.0,15.0,2012.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,450.0,363.0,23.0,0.0,2.5,0.0,2023.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,200.0,216.0,6.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,240.0,189.0,17.0,1.0,2.5,0.0,2008.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,431.0,340.0,114.0,0.0,2.5,0.0,2022.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,4.0,1.0,134.0,120.0,114.0,1.0,5.0,1.0,2023.0,12.25,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,4.0,2.0,250.0,256.0,80.0,0.0,5.0,3.0,2011.0,13.5,21.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140.0,6.0,3.0,460.0,260.0,170.0,1.0,5.0,3.0,2021.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1.0,1.0,330.0,158.0,47.0,0.0,2.5,0.0,2020.0,13.5,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,5.0,6.0,325.0,400.0,61.0,1.0,5.0,6.0,2014.0,12.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,6.0,6.0,149.0,158.0,34.0,1.0,4.0,8.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,0.0,0.0,280.0,336.0,52.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,3.0,1.0,220.0,143.0,46.0,0.0,4.0,3.0,2020.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,0.0,515.0,612.0,44.0,0.0,5.0,1.0,2022.0,13.0,20.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58.0,4.0,4.0,76.0,96.0,275.0,1.0,5.0,4.0,2006.0,13.5,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,2.0,1.0,280.0,264.0,38.0,1.0,5.0,2.0,2023.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16.0,4.0,1.0,300.0,328.0,13.0,1.0,5.0,2.0,2023.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76.0,1.0,10.0,150.0,136.0,132.0,4.0,5.0,8.0,2020.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,2.0,7.0,198.0,150.0,267.0,2.0,5.0,2.0,2022.0,12.5,19.5,2.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,1.0,250.0,152.0,35.0,1.0,5.0,1.0,2021.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,0.0,4.0,250.0,280.0,83.0,1.0,4.0,2.0,2020.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,220.5,139.0,7.0,0.0,2.5,1.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1.0,0.0,135.0,120.0,25.0,0.0,2.5,0.0,2024.0,13.5,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,200.0,408.0,482.5,12.5,5.0,28.5,2005.5,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,15.0,16.0,249.0,272.0,211.0,4.0,4.0,16.0,2016.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,3.0,11.0,479.5,368.0,327.0,7.0,5.0,8.0,2021.0,13.0,19.5,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,3.0,8.0,290.0,352.0,65.0,8.0,5.0,11.0,2009.0,13.5,21.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,173.5,216.0,9.0,0.0,2.5,0.0,2023.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,4.0,2.0,394.0,468.0,77.0,1.0,5.0,3.0,2024.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0,0.0,400.0,244.0,6.0,1.0,5.0,1.0,2023.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96.0,16.0,8.0,299.0,368.0,104.0,3.0,5.0,8.0,2016.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.0,23.5,18.0,300.0,312.0,71.0,2.0,5.0,3.0,2023.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
289.5,23.0,23.5,299.0,328.0,482.5,12.5,4.0,28.5,2014.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,2.0,3.0,515.0,612.0,71.0,3.0,5.0,6.0,2020.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,270.0,280.0,9.0,0.0,2.5,0.0,2023.0,13.5,19.5,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,7.0,9.0,304.5,168.0,229.0,4.0,5.0,7.0,2021.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,4.0,1.0,200.0,176.0,35.0,0.0,5.0,3.0,2023.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,112.0,126.0,14.0,0.0,2.5,0.0,2022.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,2.0,1.0,300.0,255.0,36.0,1.0,5.0,2.0,2019.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26.0,1.0,0.0,350.0,612.0,41.0,0.0,5.0,2.0,2023.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58.0,2.0,2.0,375.0,440.0,216.0,0.0,5.0,3.0,2024.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,1.0,5.0,149.0,148.0,26.0,1.0,4.0,5.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,8.0,23.5,240.0,247.0,239.0,12.0,5.0,28.5,2013.0,12.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,5.0,5.0,250.5,237.0,156.0,3.0,4.0,7.0,2021.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289.5,7.0,23.5,249.0,320.0,482.5,12.5,4.0,28.5,2010.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,166.0,160.0,187.0,0.0,2.5,0.0,2024.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,3.0,9.0,283.0,112.0,219.0,5.0,5.0,8.0,2022.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,2.0,2.0,160.0,105.0,95.0,1.0,5.0,2.0,2024.0,13.5,19.5,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,3.0,3.0,300.0,294.0,126.0,1.0,5.0,1.0,2021.0,13.0,20.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,8.0,23.5,269.0,320.0,217.0,12.5,4.0,22.0,2016.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,299.0,352.0,482.5,12.5,3.0,28.5,2014.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,1.0,515.0,612.0,21.0,1.0,4.0,1.0,2023.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,126.0,112.0,482.5,0.0,5.0,1.0,2024.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,11.0,4.0,250.0,312.0,306.0,4.0,5.0,9.0,2024.0,13.0,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,21.0,23.5,299.0,408.0,475.0,12.5,5.0,28.5,2020.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,3.0,6.0,300.0,320.0,199.0,5.0,4.0,9.0,2018.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,3.0,200.0,202.0,56.0,0.0,5.0,2.0,2021.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,1.0,15.0,200.0,164.0,190.0,12.5,5.0,25.0,2024.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1.0,0.0,200.0,130.0,240.0,0.0,5.0,1.0,2024.0,12.25,19.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,2.0,3.0,360.0,100.0,130.0,1.0,5.0,1.0,2023.0,13.5,21.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184.0,5.0,7.0,515.0,608.0,121.0,3.0,3.0,8.0,2020.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,220.0,179.0,5.0,0.0,2.5,0.0,2023.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,1.0,150.0,256.0,40.0,2.0,4.0,3.0,2005.5,14.25,23.25,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185.0,19.0,23.5,299.0,384.0,338.0,12.5,4.0,28.5,2017.0,12.25,19.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,9.0,19.0,250.0,352.0,111.0,12.0,4.0,20.0,2012.0,13.5,21.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.0,1.0,160.0,146.0,360.0,0.0,2.5,0.0,2021.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,0.0,4.0,280.0,152.0,187.0,2.0,5.0,2.0,2025.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2.0,1.0,104.0,80.0,482.5,0.0,2.5,0.0,2023.0,12.25,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,325.0,416.0,272.0,12.0,4.0,28.0,2013.0,12.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,1.0,0.0,200.0,157.0,47.0,0.0,2.5,0.0,2023.0,13.0,20.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
