Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Sayfa Sayısı,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan,Oy_Sayisi,Yayin_Yili,En,Boy,Yazar_Kitap_Sayisi,Kagit_Cinsi_Kitap_Kagidi_Mi,Yayınevi_DESTEK YAYIN GRUBU-KAMPANYA,Yayınevi_Diğer,Yayınevi_EPONA KİTAP,Yayınevi_FİHRİST KİTAP,Yayınevi_HAYY KİTAP - KAMPANYA,Yayınevi_PEGASUS YAYINLARI,Yayınevi_SARMAL KİTABEVİ,Yayınevi_SAY YAYIN GRUBU-KAMPANYA,Yayınevi_URZENİ,Yayınevi_YEDİVEREN YAYIN GRUBU - KAMPANYA,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam
188.0,9.0,5.0,350.0,344.0,88.0,4.0,5.0,9.0,2012.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266.0,10.0,23.5,299.0,352.0,482.5,12.5,3.0,28.5,2013.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,2.0,0.0,280.0,160.0,79.0,0.0,5.0,1.0,2021.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,12.0,23.5,299.0,488.0,273.0,12.5,5.0,28.5,2012.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,400.0,311.0,14.0,1.0,5.0,1.0,2023.0,13.5,19.5,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,5.0,3.0,159.0,68.0,332.0,1.0,5.0,4.0,2024.0,12.5,19.5,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,1.0,0.0,170.0,117.0,10.0,0.0,2.5,0.0,2022.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127.0,10.0,13.0,336.0,202.0,191.0,7.0,5.0,16.0,2022.0,13.5,21.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,8.0,6.0,150.0,139.0,108.0,5.0,5.0,10.0,2019.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,1.0,0.0,515.0,612.0,40.0,1.0,5.0,1.0,2023.0,14.0,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42.0,1.0,2.0,160.0,192.0,64.0,1.0,3.0,1.0,2008.0,13.5,21.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112.0,9.0,3.0,350.0,344.0,90.0,0.0,5.0,3.0,2023.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159.0,9.0,6.0,450.0,440.0,94.0,2.0,4.0,3.0,2021.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2.0,0.0,150.0,192.0,14.0,0.0,2.5,0.0,2021.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,3.0,7.0,212.0,203.0,393.0,6.0,5.0,6.0,2024.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.0,17.0,23.5,299.0,320.0,285.0,6.0,5.0,24.0,2016.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,4.0,3.0,320.0,336.0,57.0,0.0,5.0,2.0,2013.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,2.0,310.5,136.0,26.0,1.0,5.0,2.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,5.0,6.0,269.0,352.0,29.0,1.0,4.0,3.0,2017.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,1.0,200.0,192.0,31.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,1.0,1.0,220.0,160.0,25.0,0.0,5.0,1.0,2019.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,150.0,64.0,36.0,1.0,5.0,1.0,2021.0,13.0,20.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,6.0,7.0,120.0,160.0,435.0,7.0,5.0,9.0,2022.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0,23.5,23.5,249.0,288.0,155.0,12.5,4.0,28.5,2015.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,4.0,1.0,140.0,52.0,61.0,0.0,5.0,1.0,2022.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,170.0,93.0,14.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.0,18.0,8.0,515.0,612.0,471.0,9.0,4.0,19.0,2017.0,14.25,23.25,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,4.0,6.0,180.0,224.0,110.0,1.0,5.0,3.0,2020.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,0.0,0.0,228.0,150.0,16.0,0.0,2.5,0.0,2024.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,4.0,7.0,139.5,78.0,132.0,5.0,5.0,5.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,1.0,3.0,304.5,216.0,35.0,2.0,5.0,4.0,2022.0,13.0,19.5,3.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,10.0,8.0,175.0,208.0,207.0,3.0,4.0,12.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,338.0,272.0,18.0,0.0,2.5,0.0,2023.0,13.5,19.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,279.0,320.0,482.5,12.5,4.0,28.0,2023.0,13.5,17.25,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,4.0,19.0,269.0,232.0,280.0,12.5,4.0,24.0,2013.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,19.0,250.0,214.0,482.5,4.0,5.0,15.0,2023.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1.0,1.0,170.0,156.0,45.0,0.0,2.5,0.0,2021.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,250.0,196.0,1.0,0.0,2.5,0.0,2024.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,7.0,9.0,319.5,232.0,108.0,6.0,5.0,8.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22.0,4.0,0.0,399.0,452.0,97.0,1.0,2.5,1.0,2021.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.0,18.0,10.0,250.0,368.0,143.0,6.0,4.0,21.0,2018.0,13.5,21.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,150.0,160.0,482.5,12.5,5.0,28.5,2022.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0,1.0,300.0,200.0,16.0,0.0,5.0,1.0,2025.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.625,3.392,2.54,515.0,612.0,482.5,1.601,5.0,28.5,2018.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,202.0,240.0,34.0,0.0,2.5,0.0,2022.0,12.25,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,3.0,6.0,450.0,600.0,46.0,3.0,5.0,5.0,2012.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,8.0,4.0,329.5,234.0,60.0,1.0,5.0,6.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.0,20.0,515.0,612.0,379.0,12.5,5.0,28.5,2020.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172.0,5.0,6.0,515.0,612.0,140.0,3.0,5.0,3.0,2022.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,4.0,1.0,450.0,376.0,99.0,0.0,5.0,5.0,2021.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1.0,1.0,119.5,58.0,108.0,0.0,2.5,0.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,3.0,7.0,200.0,168.0,152.0,3.0,3.0,7.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.0,1.0,0.0,220.0,140.0,7.0,0.0,2.5,0.0,2023.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,2.0,4.0,200.0,192.0,115.0,4.0,4.0,9.0,2009.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.0,18.0,23.5,299.0,448.0,317.0,12.5,5.0,28.5,2017.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,7.0,14.0,162.0,72.0,353.0,12.0,5.0,18.0,2022.0,12.5,19.5,2.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,1.0,290.0,328.0,97.0,0.0,2.5,0.0,2023.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,7.0,1.0,360.0,322.0,131.0,0.0,5.0,2.0,2023.0,13.0,19.5,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29.0,2.0,4.0,274.5,192.0,340.0,6.0,5.0,7.0,2021.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,1.0,2.0,515.0,440.0,29.0,1.0,5.0,1.0,2023.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,140.0,64.0,48.0,0.0,5.0,1.0,2024.0,13.5,19.5,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,280.0,280.0,482.5,10.0,5.0,24.0,2024.0,14.25,23.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,10.0,12.0,299.0,376.0,186.0,4.0,4.0,7.0,2021.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,13.0,7.0,190.0,232.0,241.0,7.0,5.0,19.0,2016.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,1.0,0.0,340.0,228.0,482.5,0.0,2.5,0.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,16.0,3.0,269.5,186.0,75.0,3.0,5.0,9.0,2023.0,13.0,19.5,3.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,12.0,15.0,299.0,384.0,115.0,4.0,5.0,9.0,2014.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,6.0,0.0,220.0,248.0,38.0,3.0,5.0,5.0,2023.0,12.25,17.5,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,16.0,6.0,160.0,128.0,239.0,5.0,5.0,10.0,2024.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95.0,2.0,5.0,299.0,432.0,15.0,2.0,5.0,5.0,2014.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,13.0,23.5,299.0,448.0,340.0,8.0,4.0,28.5,2015.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.0,23.5,7.0,400.0,376.0,156.0,4.0,5.0,12.0,2015.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
217.0,20.0,23.5,299.0,64.0,482.5,9.0,4.0,28.5,2013.0,14.25,23.25,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1.0,8.0,58.0,24.0,177.0,3.0,5.0,4.0,2020.0,14.25,22.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,2.0,8.0,299.0,416.0,47.0,5.0,4.0,7.0,2018.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,0.0,110.0,208.0,10.0,0.0,5.0,2.0,2017.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,7.0,5.0,364.5,270.0,108.0,3.0,5.0,7.0,2022.0,13.5,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,7.0,23.5,299.0,384.0,150.0,5.0,4.0,15.0,2013.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,2.0,150.0,144.0,223.0,0.0,2.5,0.0,2024.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,150.0,72.0,21.0,0.0,2.5,0.0,2020.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,5.0,5.0,119.0,44.0,168.0,7.0,5.0,5.0,2005.5,14.25,23.25,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
244.0,6.0,4.0,400.0,448.0,124.0,3.0,4.0,6.0,2014.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42.0,1.0,3.0,360.0,368.0,80.0,1.0,4.0,1.0,2021.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,6.0,6.0,145.0,160.0,116.0,6.0,5.0,9.0,2010.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.0,5.0,5.0,249.0,272.0,42.0,0.0,4.0,3.0,2012.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,3.0,2.0,250.0,248.0,47.0,1.0,5.0,1.0,2023.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,2.0,0.0,250.0,128.0,40.0,0.0,4.0,3.0,2023.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,202.0,216.0,17.0,0.0,2.5,0.0,2023.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,5.0,5.0,250.0,184.0,140.0,3.0,5.0,7.0,2022.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.0,0.0,2.0,155.0,160.0,26.0,1.0,5.0,1.0,2023.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,1.0,150.0,117.0,14.0,0.0,2.5,0.0,2023.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,7.0,7.0,133.0,198.0,159.0,4.0,4.0,13.0,2015.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.0,7.0,5.0,515.0,320.0,225.0,4.0,4.0,8.0,2024.0,14.25,21.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,5.0,6.0,250.0,200.0,113.0,2.0,5.0,4.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,180.0,152.0,5.0,0.0,2.5,0.0,2021.0,13.5,21.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182.0,6.0,4.0,360.0,336.0,124.0,7.0,5.0,7.0,2010.0,14.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,2.0,1.0,149.0,191.0,14.0,1.0,5.0,3.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,23.5,23.5,300.0,368.0,271.0,12.5,5.0,28.5,2009.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,515.0,612.0,13.0,0.0,2.5,0.0,2021.0,14.25,23.25,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,5.0,4.0,149.0,191.0,60.0,3.0,5.0,10.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.795,23.5,23.5,180.0,244.0,482.5,12.5,5.0,28.5,2018.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,160.0,160.0,10.0,0.0,2.5,0.0,2021.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
