Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Sayfa Sayısı,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan,Oy_Sayisi,Yayin_Yili,En,Boy,Yazar_Kitap_Sayisi,Yayınevi_DESTEK YAYIN GRUBU-KAMPANYA,Yayınevi_Diğer,Yayınevi_EPONA KİTAP,Yayınevi_FİHRİST KİTAP,Yayınevi_HAYY KİTAP - KAMPANYA,Yayınevi_PEGASUS YAYINLARI,Yayınevi_SARMAL KİTABEVİ,Yayınevi_SAY YAYIN GRUBU-KAMPANYA,Yayınevi_URZENİ,Yayınevi_YEDİVEREN YAYIN GRUBU - KAMPANYA,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam
0.4317789291882556,0.46808510638297873,0.3404255319148936,0.4516129032258064,0.3877551020408163,0.6230529595015576,0.32,1.0,0.3157894736842105,0.8974358974358978,0.375,0.45833333333333304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19689119170984454,0.0851063829787234,0.0851063829787234,0.4301075268817204,0.2312925170068027,0.08722741433021806,0.0,0.0,0.0,0.8974358974358978,0.625,0.625,0.8000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11398963730569947,0.1702127659574468,0.0425531914893617,0.3118279569892473,0.3673469387755102,0.06853582554517135,0.0,1.0,0.07017543859649122,0.8461538461538538,0.625,0.375,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0069084628670120895,0.0425531914893617,0.0425531914893617,0.3935483870967742,0.40816326530612246,0.029075804776739357,0.0,0.0,0.0,0.8974358974358978,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0038376511226252156,1.0,0.9787234042553191,0.9247311827956989,0.5136054421768707,0.9999999999999999,1.0,1.0,1.0,1.0,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32124352331606215,0.3829787234042553,0.1276595744680851,0.9677419354838709,0.7891156462585033,0.15784008307372793,0.16,1.0,0.07017543859649122,0.8461538461538538,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6044905008635578,0.425531914893617,0.8085106382978723,0.9999999999999999,0.7755102040816326,0.3883696780893043,1.0,1.0,0.9122807017543859,0.435897435897445,0.625,0.708333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9464594127806563,0.6382978723404256,1.0,0.47096774193548385,0.4761904761904762,0.7642782969885773,1.0,0.6000000000000001,1.0,0.435897435897445,0.625,0.625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04145077720207253,0.0,0.0,0.9462365591397849,0.4829931972789116,0.14330218068535824,0.08,1.0,0.03508771929824561,0.8461538461538538,0.375,0.45833333333333304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7234042553191489,0.2127659574468085,0.4301075268817204,0.6666666666666666,0.739356178608515,0.16,0.6000000000000001,0.5263157894736842,0.5384615384615472,0.625,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3454231433506045,0.2553191489361702,0.0851063829787234,0.5580645161290323,0.3401360544217687,0.13499480789200413,0.16,1.0,0.14035087719298245,0.8461538461538538,0.375,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9602763385146804,0.9361702127659575,1.0,0.2150537634408602,0.19047619047619047,0.9999999999999999,1.0,0.6000000000000001,1.0,0.6923076923076934,0.625,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17616580310880828,0.2553191489361702,0.1702127659574468,0.1935483870967742,0.11904761904761904,0.3426791277258567,0.08,0.6000000000000001,0.14035087719298245,0.8974358974358978,0.375,0.45833333333333304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08290155440414507,0.0,0.0,0.3010752688172043,0.24489795918367346,0.04361370716510903,0.0,0.0,0.0,0.8974358974358978,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017271157167530225,0.0,0.0,0.9827956989247312,0.272108843537415,0.20145379023883694,0.0,0.0,0.0,0.948717948717956,1.0,0.958333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03454231433506045,0.0851063829787234,0.1276595744680851,0.1032258064516129,0.0782312925170068,0.3426791277258567,0.08,1.0,0.07017543859649122,0.7948717948717956,0.375,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0034542314335060447,0.0,0.0,0.15053763440860213,0.1054421768707483,0.09138110072689512,0.0,0.0,0.0,0.5897435897435912,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45250431778929184,0.8085106382978723,1.0,0.535483870967742,0.5578231292517006,0.8099688473520249,1.0,1.0,0.8070175438596491,0.7435897435897516,0.625,0.625,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3557858376511226,0.1276595744680851,0.0,0.7526881720430108,0.4489795918367347,0.19522326064382137,0.08,1.0,0.03508771929824561,0.6923076923076934,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4801381692573402,0.3404255319148936,1.0,0.42795698924731185,0.3129251700680272,0.5025960539979231,0.32,0.6000000000000001,0.3157894736842105,0.7948717948717956,0.625,0.625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017271157167530225,0.0,0.1276595744680851,0.1935483870967742,0.20408163265306123,0.37383177570093457,0.0,0.0,0.0,0.7948717948717956,0.625,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010362694300518133,0.0851063829787234,0.0,0.9999999999999999,0.2857142857142857,0.19522326064382137,0.0,1.0,0.07017543859649122,0.948717948717956,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2625215889464594,0.46808510638297873,0.3829787234042553,0.6870967741935484,0.42176870748299317,0.1308411214953271,0.64,1.0,0.45614035087719296,0.8461538461538538,0.375,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.535483870967742,0.693877551020408,0.7185877466251297,1.0,0.6000000000000001,1.0,0.6410256410256494,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09326424870466321,0.1276595744680851,0.0,0.4731182795698925,0.39625850340136054,0.05815160955347871,0.0,1.0,0.03508771929824561,0.7948717948717956,0.625,0.625,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23488773747841105,0.1702127659574468,0.0425531914893617,0.9999999999999999,0.46258503401360546,0.36967808930425755,0.08,0.6000000000000001,0.10526315789473684,0.8974358974358978,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0690846286701209,0.1702127659574468,0.1702127659574468,0.8817204301075269,0.9659863945578231,0.05815160955347871,0.08,0.6000000000000001,0.24561403508771928,0.7948717948717956,0.625,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
